"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","characterName","habitual","n_instances","time_period","rt","response","n_times","log_times"
6,"hobby","truthJudge","climbed mountains","male",NA,"Fred","climbs mountains",3,"year",2294,"agree-key",15,2.70805020110221
6,"entertainment","truthJudge","listened to Pandora","male",NA,"Christopher","listens to Pandora",3,"week",2334,"agree-key",780,6.65929391968364
6,"clothing","truthJudge","wore socks","female",NA,"Nicole","wears socks",3,"month",1444,"agree-key",180,5.19295685089021
6,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Maya","volunteers for soup kitchens",3,"year",2063,"agree-key",15,2.70805020110221
6,"food","truthJudge","drank beer","female",NA,"Crystal","drinks beer",3,"2 weeks",1989,"agree-key",390,5.96614673912369
6,"food","truthJudge","drank beer","male",NA,"Martin","drinks beer",3,"week",2486,"agree-key",780,6.65929391968364
6,"employment","truthJudge","wrote a novel","male",NA,"Derrick","writes novels",3,"5 years",2798,"agree-key",3,1.09861228866811
6,"clothing","truthJudge","wore a bra","female",NA,"Kristina","wears a bra",3,"month",3814,"disagree-key",180,5.19295685089021
6,"food","truthJudge","drank coffee","female",NA,"Elisa","drinks coffee",3,"2 weeks",1716,"agree-key",390,5.96614673912369
6,"employment","truthJudge","sold a company","female",NA,"Tina","sells companies",3,"year",2853,"agree-key",15,2.70805020110221
6,"food","truthJudge","did cocaine","male",NA,"Tom","does cocaine",3,"year",2572,"disagree-key",15,2.70805020110221
6,"hobby","truthJudge","hiked","female",NA,"Jackie","hikes",3,"week",2486,"agree-key",780,6.65929391968364
6,"hobby","truthJudge","played tennis","male",NA,"Ronald","plays tennis",3,"2 years",2244,"disagree-key",7.5,2.01490302054226
6,"clothing","truthJudge","wore a watch","male",NA,"Lee","wears a watch",3,"month",2558,"agree-key",180,5.19295685089021
6,"employment","truthJudge","wrote a poem","male",NA,"Anthony","writes poems",3,"5 years",1716,"disagree-key",3,1.09861228866811
6,"entertainment","truthJudge","watched professional football","male",NA,"Tim","watches professional football",3,"2 years",2610,"disagree-key",7.5,2.01490302054226
6,"hobby","truthJudge","ran","female",NA,"Hillary","runs",3,"year",2437,"disagree-key",15,2.70805020110221
6,"entertainment","truthJudge","watched space launches","female",NA,"Kelly","watches space launches",3,"month",3838,"agree-key",180,5.19295685089021
6,"employment","truthJudge","volunteered for a political campaign","male",NA,"Eric","volunteers for political campaigns",3,"5 years",2749,"disagree-key",3,1.09861228866811
6,"food","truthJudge","ate caviar","male",NA,"Greg","eats caviar",3,"month",2378,"agree-key",180,5.19295685089021
6,"hobby","truthJudge","played the banjo","male",NA,"Lewis","plays the banjo",3,"year",2400,"disagree-key",15,2.70805020110221
6,"food","truthJudge","ate peanut butter","female",NA,"Amber","eats peanut butter",3,"5 years",1526,"disagree-key",3,1.09861228866811
6,"food","truthJudge","smoked marijuana","female",NA,"Alicia","smokes marijuana",3,"5 years",1269,"disagree-key",3,1.09861228866811
6,"food","truthJudge","did cocaine","female",NA,"Kim","does cocaine",3,"month",1957,"agree-key",180,5.19295685089021
6,"clothing","truthJudge","wore slacks","female",NA,"Brooke","wears slacks",3,"week",2061,"agree-key",780,6.65929391968364
6,"entertainment","truthJudge","went to the movies","female",NA,"Shannon","goes to the movies",3,"month",2206,"agree-key",180,5.19295685089021
6,"food","truthJudge","smoked cigarettes","female",NA,"Ashley","smokes cigarettes",3,"month",1774,"agree-key",180,5.19295685089021
6,"clothing","truthJudge","wore a bra","male",NA,"Kyle","wears a bra",3,"month",3894,"disagree-key",180,5.19295685089021
6,"employment","truthJudge","sold something on eBay","male",NA,"Lucas","sells things on eBay",3,"5 years",2712,"disagree-key",3,1.09861228866811
6,"clothing","truthJudge","wore a suit","male",NA,"Brian","wears a suit",3,"6 months",2579,"disagree-key",30,3.40119738166216
6,"food","truthJudge","drank coffee","male",NA,"Ben","drinks coffee",3,"year",1775,"disagree-key",15,2.70805020110221
6,"entertainment","truthJudge","went to the ballet","male",NA,"Jacob","goes to the ballet",3,"year",2309,"agree-key",15,2.70805020110221
7,"clothing","truthJudge","wore slacks","female",NA,"Amber","wears slacks",3,"week",4870,"agree-key",780,6.65929391968364
7,"food","truthJudge","smoked cigarettes","female",NA,"Nicole","smokes cigarettes",3,"year",2850,"disagree-key",15,2.70805020110221
7,"clothing","truthJudge","wore a bra","female",NA,"Sophia","wears a bra",3,"month",2278,"agree-key",180,5.19295685089021
7,"hobby","truthJudge","played the banjo","female",NA,"Laura","plays the banjo",3,"5 years",3233,"disagree-key",3,1.09861228866811
7,"clothing","truthJudge","wore a watch","female",NA,"Maya","wears a watch",3,"month",2394,"agree-key",180,5.19295685089021
7,"clothing","truthJudge","wore a bra","male",NA,"Vince","wears a bra",3,"month",3157,"agree-key",180,5.19295685089021
7,"food","truthJudge","ate caviar","male",NA,"Robert","eats caviar",3,"year",1687,"agree-key",15,2.70805020110221
7,"hobby","truthJudge","ran","male",NA,"Lee","runs",3,"week",1437,"disagree-key",780,6.65929391968364
7,"entertainment","truthJudge","went to the ballet","male",NA,"Greg","goes to the ballet",3,"year",2581,"disagree-key",15,2.70805020110221
7,"food","truthJudge","drank coffee","male",NA,"Stephen","drinks coffee",3,"month",2986,"agree-key",180,5.19295685089021
7,"entertainment","truthJudge","watched space launches","male",NA,"Ben","watches space launches",3,"2 years",4266,"disagree-key",7.5,2.01490302054226
7,"entertainment","truthJudge","went to the movies","male",NA,"Jack","goes to the movies",3,"year",2845,"agree-key",15,2.70805020110221
7,"employment","truthJudge","stole chewing gum","female",NA,"Bridgette","steals chewing gum",3,"year",4318,"agree-key",15,2.70805020110221
7,"food","truthJudge","drank beer","male",NA,"David","drinks beer",3,"2 weeks",3887,"agree-key",390,5.96614673912369
7,"employment","truthJudge","volunteered for a political campaign","male",NA,"Martin","volunteers for political campaigns",3,"5 years",798,"disagree-key",3,1.09861228866811
7,"employment","truthJudge","sold a company","female",NA,"Jennifer","sells companies",3,"year",354,"disagree-key",15,2.70805020110221
7,"hobby","truthJudge","climbed mountains","female",NA,"Elisa","climbs mountains",3,"year",28,"agree-key",15,2.70805020110221
7,"employment","truthJudge","wrote a poem","female",NA,"Kim","writes poems",3,"5 years",35,"disagree-key",3,1.09861228866811
7,"hobby","truthJudge","played tennis","male",NA,"Christopher","plays tennis",3,"year",4019,"agree-key",15,2.70805020110221
7,"food","truthJudge","smoked marijuana","male",NA,"Tom","smokes marijuana",3,"year",1575,"agree-key",15,2.70805020110221
7,"employment","truthJudge","stole a car","male",NA,"Ted","steals cars",3,"5 years",1985,"agree-key",3,1.09861228866811
7,"employment","truthJudge","wrote a novel","female",NA,"Kristina","writes novels",3,"5 years",1755,"agree-key",3,1.09861228866811
7,"food","truthJudge","drank beer","female",NA,"Alicia","drinks beer",3,"week",2015,"agree-key",780,6.65929391968364
7,"clothing","truthJudge","wore socks","male",NA,"Scott","wears socks",3,"month",2376,"agree-key",180,5.19295685089021
7,"clothing","truthJudge","wore socks","female",NA,"Ashley","wears socks",3,"month",1483,"agree-key",180,5.19295685089021
7,"clothing","truthJudge","wore a suit","female",NA,"Linda","wears a suit",3,"6 months",2090,"agree-key",30,3.40119738166216
7,"entertainment","truthJudge","watched professional football","female",NA,"Monica","watches professional football",3,"month",2057,"agree-key",180,5.19295685089021
7,"hobby","truthJudge","hiked","male",NA,"Ronald","hikes",3,"year",2055,"agree-key",15,2.70805020110221
7,"food","truthJudge","did cocaine","female",NA,"Rebecca","does cocaine",3,"month",2123,"agree-key",180,5.19295685089021
7,"food","truthJudge","ate peanut butter","female",NA,"Janet","eats peanut butter",3,"month",1612,"agree-key",180,5.19295685089021
7,"employment","truthJudge","sold something on eBay","male",NA,"Lucas","sells things on eBay",3,"5 years",2185,"disagree-key",3,1.09861228866811
7,"entertainment","truthJudge","listened to live music","female",NA,"Hillary","listens to live music",3,"week",3062,"agree-key",780,6.65929391968364
7,"food","truthJudge","did cocaine","male",NA,"Seth","does cocaine",3,"5 years",1593,"agree-key",3,1.09861228866811
7,"food","truthJudge","drank coffee","female",NA,"Tina","drinks coffee",3,"year",1098,"agree-key",15,2.70805020110221
7,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Kyle","volunteers for soup kitchens",3,"5 years",902,"agree-key",3,1.09861228866811
7,"clothing","truthJudge","wore a suit","male",NA,"Derrick","wears a suit",3,"month",572,"disagree-key",180,5.19295685089021
7,"entertainment","truthJudge","listened to Pandora","female",NA,"Theresa","listens to Pandora",3,"year",536,"agree-key",15,2.70805020110221
8,"entertainment","truthJudge","went to the movies","female",NA,"Michelle","goes to the movies",3,"year",3610,"agree-key",15,2.70805020110221
8,"entertainment","truthJudge","listened to Pandora","male",NA,"Martin","listens to Pandora",3,"week",3088,"agree-key",780,6.65929391968364
8,"entertainment","truthJudge","went to the ballet","female",NA,"Rebecca","goes to the ballet",3,"year",5044,"agree-key",15,2.70805020110221
8,"clothing","truthJudge","wore slacks","male",NA,"Ted","wears slacks",3,"6 months",1517,"agree-key",30,3.40119738166216
8,"entertainment","truthJudge","watched space launches","male",NA,"Gabriel","watches space launches",3,"year",2128,"agree-key",15,2.70805020110221
8,"food","truthJudge","ate caviar","female",NA,"Esther","eats caviar",3,"year",1657,"agree-key",15,2.70805020110221
8,"clothing","truthJudge","wore a watch","male",NA,"Cameron","wears a watch",3,"6 months",5878,"agree-key",30,3.40119738166216
8,"clothing","truthJudge","wore a suit","female",NA,"Julia","wears a suit",3,"6 months",2240,"agree-key",30,3.40119738166216
8,"employment","truthJudge","stole a car","female",NA,"Kathleen","steals cars",3,"year",2494,"agree-key",15,2.70805020110221
8,"hobby","truthJudge","hiked","male",NA,"Fred","hikes",3,"2 months",1649,"agree-key",90,4.49980967033027
8,"hobby","truthJudge","played tennis","female",NA,"Bridgette","plays tennis",3,"2 years",3672,"disagree-key",7.5,2.01490302054226
8,"clothing","truthJudge","wore a bra","female",NA,"Jessica","wears a bra",3,"month",3070,"agree-key",180,5.19295685089021
8,"employment","truthJudge","wrote a poem","male",NA,"Alexander","writes poems",3,"5 years",5591,"disagree-key",3,1.09861228866811
8,"food","truthJudge","drank coffee","male",NA,"Seth","drinks coffee",3,"week",3149,"agree-key",780,6.65929391968364
8,"employment","truthJudge","sold something on eBay","female",NA,"Melinda","sells things on eBay",3,"5 years",6134,"disagree-key",3,1.09861228866811
8,"employment","truthJudge","stole chewing gum","female",NA,"Jackie","steals chewing gum",3,"year",3968,"agree-key",15,2.70805020110221
8,"employment","truthJudge","sold a company","male",NA,"Lucas","sells companies",3,"5 years",8741,"disagree-key",3,1.09861228866811
8,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Brian","volunteers for soup kitchens",3,"5 years",4768,"agree-key",3,1.09861228866811
8,"entertainment","truthJudge","listened to live music","female",NA,"Veronica","listens to live music",3,"year",2862,"agree-key",15,2.70805020110221
8,"food","truthJudge","drank beer","male",NA,"Stephen","drinks beer",3,"2 weeks",1600,"agree-key",390,5.96614673912369
8,"hobby","truthJudge","climbed mountains","male",NA,"Anthony","climbs mountains",3,"2 years",3408,"agree-key",7.5,2.01490302054226
8,"food","truthJudge","smoked marijuana","female",NA,"Angela","smokes marijuana",3,"year",2245,"agree-key",15,2.70805020110221
8,"food","truthJudge","did cocaine","female",NA,"Theresa","does cocaine",3,"5 years",3032,"disagree-key",3,1.09861228866811
8,"clothing","truthJudge","wore a suit","male",NA,"Kyle","wears a suit",3,"month",2766,"agree-key",180,5.19295685089021
8,"food","truthJudge","did cocaine","male",NA,"Stephen","does cocaine",3,"week",1402,"agree-key",780,6.65929391968364
8,"food","truthJudge","ate peanut butter","male",NA,"Lewis","eats peanut butter",3,"month",2012,"agree-key",180,5.19295685089021
8,"food","truthJudge","smoked cigarettes","female",NA,"Tina","smokes cigarettes",3,"week",1662,"agree-key",780,6.65929391968364
8,"employment","truthJudge","volunteered for a political campaign","male",NA,"Greg","volunteers for political campaigns",3,"year",3729,"agree-key",15,2.70805020110221
8,"employment","truthJudge","wrote a novel","male",NA,"Daniel","writes novels",3,"year",2018,"agree-key",15,2.70805020110221
8,"food","truthJudge","drank beer","female",NA,"Hillary","drinks beer",3,"week",1475,"agree-key",780,6.65929391968364
8,"hobby","truthJudge","ran","male",NA,"Ben","runs",3,"year",3021,"agree-key",15,2.70805020110221
8,"clothing","truthJudge","wore socks","female",NA,"Claire","wears socks",3,"week",1471,"agree-key",780,6.65929391968364
8,"hobby","truthJudge","played the banjo","female",NA,"Janet","plays the banjo",3,"year",2768,"disagree-key",15,2.70805020110221
8,"food","truthJudge","drank coffee","female",NA,"Kelly","drinks coffee",3,"year",3926,"disagree-key",15,2.70805020110221
8,"entertainment","truthJudge","watched professional football","female",NA,"Elisa","watches professional football",3,"year",5004,"disagree-key",15,2.70805020110221
8,"clothing","truthJudge","wore socks","male",NA,"David","wears socks",3,"month",1507,"agree-key",180,5.19295685089021
8,"clothing","truthJudge","wore a bra","male",NA,"Vince","wears a bra",3,"month",732,"agree-key",180,5.19295685089021
9,"food","truthJudge","drank coffee","female",NA,"Janet","drinks coffee",3,"2 weeks",3358,"agree-key",390,5.96614673912369
9,"clothing","truthJudge","wore socks","male",NA,"William","wears socks",3,"month",2928,"agree-key",180,5.19295685089021
9,"employment","truthJudge","sold something on eBay","female",NA,"Stephanie","sells things on eBay",3,"5 years",2767,"agree-key",3,1.09861228866811
9,"food","truthJudge","did cocaine","male",NA,"Stephen","does cocaine",3,"year",2863,"disagree-key",15,2.70805020110221
9,"clothing","truthJudge","wore slacks","female",NA,"Kristina","wears slacks",3,"month",2001,"agree-key",180,5.19295685089021
9,"hobby","truthJudge","ran","male",NA,"Lucas","runs",3,"year",1638,"disagree-key",15,2.70805020110221
9,"food","truthJudge","smoked cigarettes","male",NA,"Fred","smokes cigarettes",3,"year",1687,"disagree-key",15,2.70805020110221
9,"entertainment","truthJudge","watched professional football","female",NA,"Theresa","watches professional football",3,"year",2178,"disagree-key",15,2.70805020110221
9,"food","truthJudge","drank beer","male",NA,"Kyle","drinks beer",3,"year",2048,"disagree-key",15,2.70805020110221
9,"clothing","truthJudge","wore a suit","male",NA,"Vince","wears a suit",3,"6 months",2565,"disagree-key",30,3.40119738166216
9,"food","truthJudge","drank coffee","male",NA,"Michael","drinks coffee",3,"month",1749,"agree-key",180,5.19295685089021
9,"food","truthJudge","did cocaine","female",NA,"Sophia","does cocaine",3,"year",2266,"disagree-key",15,2.70805020110221
9,"entertainment","truthJudge","listened to Pandora","female",NA,"Monica","listens to Pandora",3,"week",1548,"agree-key",780,6.65929391968364
